!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"""close-quote"	ˈkloʊzˈkwoʊt
sforza	sˈfɔrzə
sfuzzi	sˈfuːtzi
sgambati	skɑːmˈbɑːti
sgro	ˈskroʊ
sgroi	ˈskrɔɪ
sgt	ˈsɑːrdʒənt
sha	ˈʃɑː
sha'ath	ˈʃɑːəθ
shaak	ˈʃɑːk
shaanxi	ˈʃɑːŋksi
shaath	ˈʃɑːθ
shaath's	ˈʃɑːθs
shabad	ʃəˈbæd
shabazz	ˈʃɑːbɑːz
shabazz's	ˈʃɑːbɑːzɪz
shaber	ˈʃeɪbɝ
shackelford	ˈʃækɪlfɝd
shackelton	ʃəˈkɛltən
shackett	ˈʃækɪt
shackled	ˈʃækəld
shackleford	ˈʃækəlfɝd
shackles	ˈʃækəlz
shackleton	ˈʃækəltən
shackleton's	ˈʃækəltənz
shackletons	ˈʃækəltənz
shacklett	ˈʃæklɪt
shacks	ˈʃæks
shad's	ˈʃædz
shadbush	ˈʃædˌbʊʃ
shadd	ˈʃæd
shadden	ˈʃædən
shaddix	ˈʃædɪks
shadduck	ˈʃædək
shaded	ˈʃeɪdɪd
shadegg	ˈʃædɛg
shadel	ˈʃædəl
shadid	ˈʃædɪd
shading	ˈʃeɪdɪŋ
shadings	ˈʃeɪdɪŋz
shadle	ˈʃeɪdəl
shadley	ˈʃædli
shadoan	ˈʃædoʊn
shadowed	ˈʃædoʊd
shadowens	ˈʃædoʊənz
shadowing	ˈʃædoʊɪŋ
shadowland	ˈʃædoʊˌlænd
shadowlands	ˈʃædoʊˌlændz
shadrick	ˈʃædrɪk
shadur	ˈʃædɝ
shadwell	ˈʃædwɛl
shadwick	ˈʃædwɪk
shaefer	ˈʃeɪfɝ
shaeffer	ˈʃɛfɝ
shaer	ˈʃeɪɝ
shafer	ˈʃeɪfɝ
shaff	ˈʃæf
shaffner	ˈʃæfnɝ
shafran	ˈʃæfrən
shafted	ˈʃæftɪd
shafting	ˈʃæftɪŋ
shafts	ˈʃæfts
shaging	ˈʃægɪŋ
shags	ˈʃægz
shah's	ˈʃɑːz
shahan	ˈʃæhən
shahar	ʃəˈhɑːr
shahar's	ʃəˈhɑːrz
shaheed	ʃəˈhiːd
shahian	ʃəˈhiːən
shahidi	ʃəˈhiːdi
shahin	ˈʃæhɪn
shahinian	ʃəˈhɪniːən
shahrokh	ˈʃɑːrɑːk
shahrzad	ˌʃɑːrˈzæd
shai	ˈʃaɪ
shaik	ˈʃeɪk
shaiken	ˈʃeɪkən
shaikh	ˈʃeɪk
shain	ˈʃeɪn
shaine	ˈʃeɪn
shakedown	ˈʃeɪkˌdaʊn
shakedowns	ˈʃeɪkˌdaʊnz
shaken	ˈʃeɪkən
shakeout	ˈʃeɪˌkaʊt
shakers	ˈʃeɪkɝz
shakespeare's	ˈʃeɪkˌspiːrz
shakeup	ˈʃeɪˌkəp
shakeups	ˈʃeɪˌkəps
shakier	ˈʃeɪkiːɝ
shakiest	ˈʃeɪkiːɪst
shakiness	ˈʃeɪkiːnəs
shakir	ˈʃækɪr
shakira	ˌʃæˈkiːrə
shaklee	ˈʃækli
shakunaga	ˌʃɑːkuːˈnɑːgə
shakur	ˈʃɑːkɝ
shalala	ʃəˈleɪlə
shalala's	ʃəˈleɪləz
shaler	ˈʃeɪlɝ
shales	ˈʃeɪlz
shalev	ˈʃɑːˌlɛv
shali	ˈʃæli
shalikashvili	ˌʃæliːkɑːʃˈviːli
shalikashvili's	ˌʃæliːkɑːʃˈviːliːz
shall	ˈʃæl
shall's	ˈʃælz
shallcross	ˈʃælˌkrɑːs
shallenberger	ˈʃɔlənbɝgɝ
shallower	ˈʃæloʊɝ
shallowness	ˈʃæloʊnəs
shalnev	ˈʃɑːlnɛv, ˈʃɑːlnɛf
shalom	ʃəˈloʊm
shamalia	ʃəˈmɑːljə, ʃəˈmeɪljə
shaman	ˈʃeɪmən
shamanism	ˈʃeɪməˌnɪzm
shamanists	ˈʃeɪməˌnɪsts
shamans	ˈʃeɪmənz
shamas	ˈʃæməs
shambaugh	ˈʃæmˌbɔ
shamberger	ˈʃæmbɝgɝ
shambley	ˈʃæmbli
shamblin	ˈʃæmblɪn
shambo	ˈʃæmboʊ
shamburg	ˈʃæmbɝg
shamburger	ˈʃæmbɝgɝ
shamel	ˈʃæməl
shameless	ˈʃeɪmləs
shamelessly	ˈʃeɪmləsli
shamelle	ʃəˈmɛl
shaming	ˈʃeɪmɪŋ
shamir	ʃəˈmɪr
shamir's	ʃəˈmɪrz
shammond	ˈʃæmənd
shamp	ˈʃæmp
shampine	ˈʃæmˌpaɪn
shampooed	ʃæmˈpuːd
shampoos	ʃæmˈpuːz
shamrock's	ˈʃæmˌrɑːks
shamu	ʃɑːˈmuː
shamus	ˈʃeɪməs
shan	ˈʃæn
shana	ˈʃænə, ˈʃeɪnə
shanafelt	ˈʃænəˌfɛlt
shanahan	ˈʃænəhæn
shanansky	ʃəˈnænski
shand	ˈʃænd
shandling	ˈʃændlɪŋ
shandong	ˌʃɑːnˈdoʊŋ
shands	ˈʃændz
shandwick	ˈʃænˌdwɪk
shandwick's	ˈʃænˌdwɪks
shaner	ˈʃeɪnɝ
shaneyfelt	ˈʃæniːfɛlt
shanghai's	ˈʃæŋˈhaɪz
shangkun	ˈʃæŋkən
shangri	ˈʃæŋgri
shanholtz	ˈʃænˌhoʊlts
shanholtzer	ˈʃænhoʊltzɝ
shankar	ˈʃæŋkɑːr
shankel	ˈʃæŋkəl
shanken	ˈʃæŋkən
shanker	ˈʃæŋkɝ
shankland	ˈʃæŋklənd
shankle	ˈʃæŋkəl
shankles	ˈʃæŋkəlz
shanklin	ˈʃæŋklɪn
shankman	ˈʃæŋkmən
shanks	ˈʃæŋks
shanley	ˈʃænli
shannahan	ˈʃænəhæn
shannon's	ˈʃænənz
shansev	ˈʃænsɛv, ˈʃænsɛf
shant	ˈʃɑːnt
shanti	ˈʃænti
shanties	ˈʃæntiːz
shantytown	ˈʃæntiːˌtaʊn
shantytowns	ˈʃæntiːˌtaʊnz
shantz	ˈʃænts
shao	ˈʃaʊ
shaolin	ˈʃɑːoʊˌlɪn
shap	ˈʃæp
shapeless	ˈʃeɪpləs
shapely	ˈʃeɪpli
shapero	ʃəˈpɪroʊ
shaping	ˈʃeɪpɪŋ
shapira	ʃəˈpɪrə
shapiro	ʃəˈpɪroʊ
shapiro's	ʃəˈpɪroʊz
shapiros	ʃəˈpɪroʊz
shapley	ˈʃæpli
shapp	ˈʃæp
shappell	ˈʃæpəl
shaq	ˈʃæk
shaquille	ʃəˈkiːl
shara	ˈʃɑːrə
sharaa	ˈʃɑːrə
sharansky	ʃɝˈænski
sharar	ʃɝˈɑːr
sharber	ˈʃɑːrbɝ
sharbono	ʃɑːrˈboʊnoʊ
shards	ˈʃɑːrdz
share's	ˈʃɛrz
sharecrop	ˈʃɛrˌkrɑːp
sharecropper	ˈʃɛrˌkrɑːpɝ
sharecroppers	ˈʃɛrˌkrɑːpɝz
shareholder	ˈʃɛrˌhoʊldɝ
shareholder's	ˈʃɛrˌhoʊldɝz
shareholders	ˈʃɛrˌhoʊldɝz
shareholders'	ˈʃɛrˌhoʊldɝz
shareholding	ˈʃɛrˌhoʊldɪŋ
shareholdings	ˈʃɛrˌhoʊldɪŋz
sharell	ʃəˈrɛl
shareowner	ˈʃɛˌroʊnɝ
shareowners	ˈʃɛˌroʊnɝz
sharer	ˈʃɛrɝ
shares'	ˈʃɛrz
shareware	ˈʃɛrˌwɛr
sharf	ˈʃɑːrf
sharfman	ˈʃɑːrfmən
shari	ˈʃɑːri
sharia	ˈʃɑːriːə
sharif	ʃɝˈiːf
sharkey	ˈʃɑːrki
sharking	ˈʃɑːrkɪŋ
sharklike	ˈʃɑːrˌklaɪk
sharks	ˈʃɑːrks
sharla	ˈʃɑːrlə
sharleen	ʃɑːrˈliːn
sharlene	ˈʃɑːrˌliːn
sharline	ˈʃɑːrˌlaɪn
sharlow	ˈʃɑːrloʊ
sharm	ˈʃɑːrm
sharma	ˈʃɑːrmə
sharma's	ˈʃɑːrməz
sharman	ˈʃɑːrmən
sharon's	ˈʃɛrənz, ˈʃærənz, ʃəˈroʊnz
sharp's	ˈʃɑːrps
sharp-sign	ˈʃɑːrpˈsaɪn
sharpe	ˈʃɑːrp
sharpened	ˈʃɑːrpənd
sharpening	ˈʃɑːrpənɪŋ, ˈʃɑːrpnɪŋ
sharpens	ˈʃɑːrpənz
sharpest	ˈʃɑːrpəst
sharpeville	ˈʃɑːrpəˌvɪl
sharpie	ˈʃɑːrpi
sharpies	ˈʃɑːrpiːz
sharples	ˈʃɑːrpəlz
sharpless	ˈʃɑːrpləs
sharpley	ˈʃɑːrpli
sharpnack	ˈʃɑːrpnək
sharpness	ˈʃɑːrpnəs
sharpshooter	ˈʃɑːrpʃuːtɝ, ˈʃɑːrpˌʃuːtɝ
sharpshooters	ˈʃɑːrpʃuːtɝz
sharpton	ˈʃɑːrptən
sharpy	ˈʃɑːrpi
sharpy's	ˈʃɑːrpiːz
sharrar	ʃɝˈɑːr
sharrer	ˈʃɑːrɝ
sharrett	ˈʃærɪt
sharrock	ˈʃærək
sharron	ˈʃærən
sharry	ˈʃɑːri
shartzer	ˈʃɑːrtzɝ
sharum	ˌʃɑːˈrʌm
sharyl	ˈʃɑːrəl
shas	ˈʃɑːs
shashlik	ˈʃɑːʃlɪk
shashoua	ʃəˈʃuːə
shasta	ˈʃæstə
shasta's	ˈʃæstəz
shasteen	ʃæˈstiːn
shatkin	ˈʃætkɪn
shatley	ˈʃætli
shatman	ˈʃætmən
shatner	ˈʃætnɝ
shatrov	ˈʃætrɑːv
shatt	ˈʃæt
shattering	ˈʃætɝɪŋ
shatterproof	ˈʃætɝˌpruːf
shatters	ˈʃætɝz
shattuck	ˈʃætək
shatz	ˈʃæts, ˈʃɑːts
shatzer	ˈʃeɪtzɝ
shaub	ˈʃɔb
shauger	ˈʃaʊgɝ
shaughnessy	ˈʃɔnɪsi
shaul	ˈʃɔl
shaulis	ˈʃaʊlɪs
shaull	ˈʃɔl
shaun	ˈʃɔn
shauna	ˈʃɔnə
shavelson	ˈʃeɪvəlsɪn, ˈʃævəlsɪn
shavers	ˈʃeɪvɝz
shavings	ˈʃeɪvɪŋz
shavord	ʃəˈvɔrd
shaw	ˈʃɔ
shaw's	ˈʃɔz
shawcross	ˈʃɔˌkrɔs
shawgo	ˈʃɔˌgoʊ
shawhan	ˈʃæwən
shawinigan	ʃəˈwɪnɪgən
shawler	ˈʃɔlɝ
shawley	ˈʃɔli
shawls	ˈʃɔlz
shawmut	ˈʃɔmət
shawmut's	ˈʃɔməts
shawn	ˈʃɔn
shawn's	ˈʃɔnz
shawna	ˈʃɔnə
shawnee	ˈʃɔni
shawnut	ˈʃɔnət
shawshank	ˈʃɔˌʃænk
shawver	ˈʃɔvɝ
shay	ˈʃeɪ
shaykin	ˈʃeɪkɪn
shaykin's	ˈʃeɪkɪnz
shayne	ˈʃeɪn
shays	ˈʃeɪz
shcharansky	ʃɝˈænski
shchedrin	ˈʃɛdrɪn
shcherbitsky	ʃɝˈbɪtski
she'd	ˈʃiːd
she'll	ˈʃiːl
she's	ˈʃiːz
shea	ˈʃeɪ
shea's	ˈʃeɪz
shead	sˈhɛd
sheaffer	ˈʃiːfɝ
sheahan	ˈʃiːən
shealey	ˈʃiːli
shealy	ˈʃiːli
shean	ˈʃiːn
shear's	ˈʃiːrz
sheard	ˈʃɪrd
shearer	ˈʃɪrɝ
shearin	ˈʃɪrɪn
shearing	ˈʃɪrɪŋ
shearman	ˈʃiːrmən
shearn	ˈʃɪrn
shearon	ˈʃɪrən
shearouse	ˈʃɪraʊs
shearson	ˈʃɪrsən
shearson's	ˈʃɪrsənz
sheath	ˈʃiːθ
sheath-knife	ˈʃiːθˌnaɪf
sheathbills	ˈʃiːθbɪlz
sheathed	ˈʃiːðd
sheathing	ˈʃiːðɪŋ
sheats	ˈʃiːts
sheaves	ˈʃiːvz
shebek	ˈʃɛbək
sheboygan	ʃəˈbɔɪgən
sheck	ˈʃɛk
sheck's	ˈʃɛks
sheckler	ˈʃɛklɝ
shedd	ˈʃɛd
shedden	ˈʃɛdən
shedding	ˈʃɛdɪŋ
shedlock	ˈʃɛdˌlɑːk
shedrick	ˈʃɛdrɪk
sheeder	ˈʃiːdɝ
sheehan	ˈʃiːən, ˈʃiːhən
sheehan's	ˈʃiːənz, ˈʃiːhənz
sheehy	ˈʃiːhi, ˈʃiːi
sheek	ˈʃiːk
sheeks	ˈʃiːks
sheelah	ˈʃiːlə
sheelen	ˈʃiːlən
sheeler	ˈʃiːlɝ
sheeley	ˈʃiːli
sheely	ˈʃiːli
sheen's	ˈʃiːnz
sheena	ˈʃiːnə
sheens	ˈʃiːnz
sheep's	ˈʃiːps
sheeps	ˈʃiːps
sheepskin	ˈʃiːpˌskɪn
sheeran	ˈʃɪrən
sheerer	ˈʃiːrɝ
sheerin	ˈʃɪrɪn
sheesley	ˈʃiːzli
sheeting	ˈʃiːtɪŋ
sheetz	ˈʃiːts
sheff	ˈʃɛf
sheffer	ˈʃɛfɝ
sheffey	ˈʃɛfi
sheffler	ˈʃɛflɝ
sheftel	ˌʃɛfˈtɛl
sheftel's	ˌʃɛfˈtɛlz
shegog	ˈʃɛgɑːg
shehan	ˈʃɛhən
shehane	ˈʃɛhən
shehorn	ˈʃɛhɝn
sheik	ˈʃiːk
sheik's	ˈʃiːks
sheikdom	ˈʃiːkdəm
sheikdoms	ˈʃiːkdəmz
sheikh	ˈʃiːk
sheiks	ˈʃiːks
sheil	ˈʃaɪl
sheila	ˈʃiːlə
sheila's	ˈʃiːləz
sheilah	ˈʃiːlə
sheilds	ˈʃaɪldz
sheils	ˈʃaɪlz
shein	ˈʃaɪn
sheinberg	ˈʃaɪnbɝg
shek	ˈʃɛk
shek's	ˈʃɛks
shekels	ˈʃɛkəlz
shelburne	ˈʃɛlbɝn
shelby's	ˈʃɛlbiːz
sheldahl	ˈʃɛlˌdɑːl
shelden	ˈʃɛldən
shelev	ˈʃɛlɪv
sheley	ˈʃiːli
shelhah	ˈʃɛlhə
shelhamer	ˈʃɛlhəmɝ
shelia	ˈʃɪljə
sheline	ˈʃɛlaɪn
shell's	ˈʃɛlz
shellabarger	ˈʃɛləˌbɑːrgɝ
shellack	ˌʃɛˈlæk
shellacked	ˌʃɛˈlækd
shellacking	ˌʃɛˈlækɪŋ
shelled	ˈʃɛld
shellenbarger	ˈʃɛlɪnbɑːrgɝ
shellenberger	ˈʃɛlənbɝgɝ
sheller	ˈʃɛlɝ
shelley's	ˈʃɛliːz
shellhammer	ˈʃɛlˌhæmɝ
shellhorn	ˈʃɛlhɝn
shellings	ˈʃɛlɪŋz
shellito	ʃeɪˈliːtoʊ
shellman	ˈʃɛlmən
shellshock	ˈʃɛlˌʃɑːk
shellshocked	ˈʃɛlˌʃɑːkt
shelman	ˈʃɛlmən
shelnutt	ˈʃɛlnət
shelor	ˈʃɛlɝ
shelp	ˈʃɛlp
shelstad	ˈʃɛlstəd
sheltering	ˈʃɛltɝɪŋ
shelters	ˈʃɛltɝz
shelton's	ˈʃɛltənz
shelve	ˈʃɛlv
shelved	ˈʃɛlvd
shelving	ˈʃɛlvɪŋ
shema	ʃɪˈmʌ
shemanski	ʃɪˈmænski
shemona	ʃɪˈmoʊnə
shemwell	ˈʃɛmˌwɛl
shen	ˈʃɛn
shena	ˈʃiːnə
shenandoah	ˌʃɛnənˈdoʊə
shenberger	ˈʃɛnbɝgɝ
shenefield	ˈʃɛnɪˌfiːld
sheneman	ˈʃiːnmən
sheng	ˈʃɛŋ
sheng-fen	ˈʃɛŋˈfɛn
shenice	ʃəˈniːs
shenk	ˈʃɛŋk
shenker	ˈʃɛŋkɝ
shenkman	ˈʃɛŋkmən
shenton	ˈʃɛntən
shenyang	ʃɛnˈjæŋ
shenzhen	ˈʃɛnˌʒɛn
shep	ˈʃɛp
shepard	ˈʃɛpɝd
shepard's	ˈʃɛpɝdz
shepardson	ˈʃɛpɝdsən
sheperd	ˈʃɛpɝd
shephard	ˈʃɛpɝd
shepheard	ˈʃɛpɝd
shepherd's	ˈʃɛpɝdz
shepherded	ˈʃɛpɝdɪd
shepherding	ˈʃɛpɝdɪŋ
shepler	ˈʃɛplɝ
shepley	ˈʃɛpli
shepp	ˈʃɛp
sheppard	ˈʃɛpɝd
sheppard's	ˈʃɛpɝdz
sheppards	ˈʃɛpɝdz
shepper	ˈʃɛpɝ
shepperd	ˈʃɛpɝd
shepperson	ˈʃɛpɝsən
sheppy	ˈʃɛpi
sher	ˈʃɝː
sherak	ˈʃɛræk
sherard	ˈʃɛrɝd
sheraton	ˈʃɛrətən
sheraton's	ˈʃɛrətənz
sherbert	ˈʃɝːbɝt
sherbet	ˈʃɝːbət
sherbondy	ʃɝˈbɑːndi
sherborne	ˈʃɝːbɝn
sherbourn	ʃɝˈbʊrn
sherbourne	ʃɝˈbʊrn
sherburn	ˈʃɝːbɝn
sherburne	ˈʃɝːbɝn
shere	ˈʃɪr
sheree	ʃɝˈiː
sherer	ˈʃɪrɝ
sherfey	ˈʃɝːfi
sherfield	ˈʃɝːfiːld
sheri	ˈʃɛri
sherick	ˈʃɛrɪk
sheridan	ˈʃɛrɪdən
sheriff	ˈʃɛrəf, ˈʃɛrɪf
sheriff's	ˈʃɛrəfs, ˈʃɛrɪfs
sheriffs	ˈʃɛrəfs
sherin	ˈʃɛrɪn
sherk	ˈʃɝːk
sherley	ˈʃɝːli
sherlin	ˈʃɝːlɪn
sherlock's	ˈʃɝːˌlɑːks
sherlund	ˈʃɝːlənd
sherman's	ˈʃɝːmənz
shermer	ˈʃɝːmɝ
shernoff	ˈʃɝːˌnɔf
sherod	ˈʃɛrəd
sherr	ˈʃɛr
sherr's	ˈʃɛrz
sherrard	ˈʃɛrɝd
sherrell	ˈʃɛrəl
sherrer	ˈʃɛrɝ
sherrgold	ˈʃɛrˌgoʊld
sherri	ˈʃɛri
sherri's	ˈʃɛriːz
sherrick	ˈʃɛrɪk
sherrie	ˈʃɛri
sherriff	ˈʃɛrɪf
sherrill	ˈʃɛrɪl
sherrin	ˈʃɛrɪn
sherrit	ˈʃɛrɪt
sherritt	ˈʃɛrɪt
sherrod	ˈʃɛrəd
sherron	ˈʃɛrən
sherrow	ˈʃɛroʊ
sherry's	ˈʃɛriːz
shertzer	ˈʃɝːtzɝ
sherva	ˈʃɝːvə
sherwin	ˈʃɝːwɪn
sherwood's	ˈʃɝːˌwʊdz
sheryl	ˈʃɛrəl
sheshunoff	ˈʃɛʃuːnɔf
sheth	ˈʃɛθ
shetland	ˈʃɛtlənd
shetler	ˈʃɛtlɝ
shetley	ˈʃɛtli
shetter	ˈʃɛtɝ
shetterly	ˈʃɛtɝli
shevardnadze	ˌʃɛvɝdˈnɑːdzi
shevardnadze's	ˌʃɛvɝdˈnɑːdziːz
shevlin	ˈʃɛvlɪn
shevtl	ˈʃɛvtɪl
sheward	ˈʃuːɝd
shewchuk	ˈʃɛtʃək
shewell	ˈʃɛwɛl
shewmake	ˈʃuːˌmeɪk
shewmaker	ˈʃuːmeɪkɝ
shi	ˈʃiː
shia	ˈʃiːə
shiah	ˈʃiːə
shias	ˈʃiːəz
shibanna	ʃɪˈbænə
shibata	ʃiːˈbɑːtə
shibley	ˈʃɪbli
shick	ˈʃɪk
shicoff	ˈʃɪˌkɔf
shideler	ˈʃɪdəlɝ
shidler	ˈʃaɪdəlɝ, ˈʃaɪdlɝ
shieh	ˈʃiː
shiela	ˈʃaɪlə
shield's	ˈʃiːldz
shielded	ˈʃiːldɪd
shielding	ˈʃiːldɪŋ
shields	ˈʃiːldz
shiels	ˈʃiːlz
shier	ˈʃaɪɝ
shies	ˈʃaɪz
shiff	ˈʃɪf
shiffer	ˈʃɪfɝ
shiffler	ˈʃɪflɝ
shifflet	ˈʃɪflɪt
shifflett	ˈʃɪflɪt
shiffman	ˈʃɪfmən
shiflet	ˈʃɪflɪt
shiflett	ˈʃɪflɪt
shifrin	ˈʃɪfrɪn
shifted	ˈʃɪftəd, ˈʃɪftɪd
shifter	ˈʃɪftɝ
shifting	ˈʃɪftɪŋ
shiftless	ˈʃɪftlɪs
shifts	ˈʃɪfts
shigeki	ʃɪˈgeɪki
shigekuni	ˌʃiːgɪˈkuːni
shigeo	ʃɪˈgeɪoʊ
shigeru	ʃɪˈgeɪruː
shigley	ˈʃɪgli
shih	ˈʃiː
shihan	ˈʃiːˌhɑːn
shiina	ˈʃiːnə
shiites	ˈʃiːˌaɪts
shiley	ˈʃɪli
shiller	ˈʃɪlɝ
shillingburg	ˈʃɪlɪŋbɝg
shillinger	ˈʃɪlɪndʒɝ
shillinglaw	ˈʃɪlɪŋˌlɔ
shillington	ˈʃɪlɪŋtən
shiloh	ˈʃaɪloʊ
shilts	ˈʃɪlts
shima	ˈʃiːmə
shimabukuro	ʃiːmɑːbuːˈkʊroʊ
shimada	ʃiːˈmɑːdə
shimbun	ˈʃɪmˌbən, ˈʃɪmˌbuːn
shimek	ˈʃɪmɪk
shimel	ˈʃɪməl
shimizu	ʃɪˈmiːzuː
shimko	ˈʃɪmkoʊ
shimkus	ˈʃɪmkəs
shimmel	ˈʃɪməl
shimmered	ˈʃɪmɝd
shimmering	ˈʃɪmɝɪŋ
shimmerlik	ˈʃɪmɝlɪk
shimmers	ˈʃɪmɝz
shimmin	ˈʃɪmɪn
shimoda	ʃɪˈmoʊdə
shimoga	ʃɪˈmoʊgə
shimokawa	ˌʃɪmoʊˈkɑːwə
shimon	ˈʃiːmoʊn, ˈʃiːmən
shimone	ˈʃiːmoʊn
shimp	ˈʃɪmp
shinall	ˈʃɪnəl
shinault	ˈʃɪnaʊlt
shinbein	ˈʃɪnˌbaɪn
shinbone	ˈʃɪnˌboʊn
shindig	ˈʃɪndɪg
shindle	ˈʃɪndəl
shindledecker	ˈʃɪndəldɪkɝ
shindler	ˈʃɪndlɝ
shindler's	ˈʃɪndlɝz
shindou	ˈʃɪnˌdoʊ
shine	ˈʃaɪn
shines	ˈʃaɪnz
shing	ˈʃɪŋ
shingledecker	ˈʃɪŋgəldɪkɝ
shingler	ˈʃɪŋlɝ
shingleton	ˈʃɪŋgəltən
shinichi	ʃɪˈniːtʃi
shinkle	ˈʃɪŋkəl
shinko	ˈʃɪŋkoʊ
shinn	ˈʃɪn
shinners	ˈʃɪnɝz
shinnick	ˈʃɪnɪk
shinri	ˈʃɪnri
shinrikyo	ʃɪnˈriːkjoʊ
shinsei	ʃɪnˈseɪ
shinsky	ˈʃɪnski
shintaro	ʃɪnˈtɑːroʊ
shinwa	ˈʃɪnwə
shinxiaku	ˌʃɪntʃˈjɑːkuː
shinyuka	ˌʃɪnˈjuːkə
shiong	ˈʃiːɔŋ
shionogi	ˌʃiːəˈnoʊgi
ship's	ˈʃɪps
shipboard	ˈʃɪpˌbɔrd
shipbuilder	ˈʃɪpˌbɪldɝ
shipbuilders	ˈʃɪpˌbɪldɝz
shipbuilding	ˈʃɪpˌbɪldɪŋ
shipbuildings	ˈʃɪpˌbɪldɪŋz
shipe	ˈʃaɪp
shipes	ˈʃaɪps
shipholding	ˈʃɪpˌhoʊldɪŋ
shiplett	ˈʃɪplɪt
shipload	ˈʃɪˌploʊd
shiploads	ˈʃɪˌploʊdz
shipman	ˈʃɪpmən
shipmate	ˈʃɪpˌmeɪt
shipmates	ˈʃɪpˌmeɪts
shipments	ˈʃɪpmənts
shipowner	ˈʃɪˌpoʊnɝ
shipowners	ˈʃɪˌpoʊnɝz
shipp's	ˈʃɪps
shippee	ˈʃɪˈpiː
shipper's	ˈʃɪpɝz
shippers	ˈʃɪpɝz
shippey	ˈʃɪpi
shippingport	ˈʃɪpɪŋˌpɔrt
shipps	ˈʃɪps
shippy	ˈʃɪpi
ships'	ˈʃɪps
shipton	ˈʃɪptən
shipwash	ˈʃɪpˌwɑːʃ
shipwrights	ˈʃɪˌpraɪts
shipyard	ˈʃɪˌpjɑːrd
shipyard's	ˈʃɪˌpjɑːrdz
shipyards	ˈʃɪˌpjɑːrdz
shir	ˈʃɝː
shira	ˈʃɪrə
shirah	ˈʃɪrə
shiraishi	ʃɪrɑːˈiːʃi
shirazi	ʃɪˈrɑːzi
shirell	ʃɪˈrɛl
shirelle	ʃɪˈrɛl
shireman	ʃɪˈreɪmən
shiremanstown	ˈʃaɪrmənzˌtaʊn
shirer	ˈʃaɪɝr
shires	ˈʃaɪrz
shirey	ˈʃaɪri
shirin	ˈʃɪrən
shirked	ˈʃɝːkt
shirkey	ˈʃɝːki
shirking	ˈʃɝːkɪŋ
shirl	ˈʃɝːl
shirlee	ˈʃɝːli
shirleen	ʃɝˈliːn
shirlene	ˈʃɝːliːn
shirley's	ˈʃɝːliːz
shirlie	ˈʃɝːli
shiroma	ʃɪˈroʊmə
shirone	ʃɪˈroʊn
shirr	ˈʃɝː
shirrell	ˌʃɝːˈɛl
shirted	ˈʃɝːtəd
shirting	ˈʃɝːtɪŋ
shirts	ˈʃɝːts
shirtsleeve	ˈʃɝːtˌsliːv
shiseido	ʃɪˈseɪdoʊ
shishido	ʃiːˈʃiːdoʊ
shisler	ˈʃɪsəlɝ, ˈʃɪslɝ
shissler	ˈʃɪslɝ
shitila	ʃəˈtɪlə
shitstorm	ˈʃɪtˌstɔrm
shiu	ˈʃuː
shiva	ˈʃiːvə
shive	ˈʃaɪv
shiveley	ˈʃɪvɪli, ˈʃɪvli
shively	ˈʃaɪvli
shiverdecker	ˈʃɪvɝdɪkɝ
shivered	ˈʃɪvɝd
shivers	ˈʃɪvɝz
shives	ˈʃaɪvz
shivley	ˈʃɪvli
shiyuan	ˈʃiːuːɑːn
shizuka	ʃɪˈzuːkə
shizuoka	ʃiːzˈwoʊkə
shlaes	ˈʃleɪz
shlenker	ˈʃlɛŋkɝ
shlobidan	ʃloʊˈbɪdən
shmooze	ˈʃmuːz
shmoozer	ˈʃmuːzɝ
shmoozing	ˈʃmuːzɪŋ
shmyrev	ˈʃmiːˌrɛv
shoaf	ˈʃoʊf
shoaff	ˈʃoʊf
shoals	ˈʃoʊlz
shobana	ˌʃoʊˈbɑːnə
shobana's	ˌʃoʊˈbɑːnəz
shobanna	ˌʃoʊˈbɑːnə
shobanna's	ˌʃoʊˈbɑːnəz
shobe	ˈʃoʊb
shober	ˈʃoʊbɝ
shoberg	ˈʃoʊbɝg
shobert	ˈʃɑːbɝt
shocked	ˈʃɑːkt
shocker	ˈʃɑːkɝ
shockey	ˈʃɑːki
shockingly	ˈʃɑːkɪŋli
shockley	ˈʃɑːkli
shocks	ˈʃɑːks
shockwave	ˈʃɑːˌkweɪv
shockwaves	ˈʃɑːˌkweɪvz
shod	ˈʃɑːd
shoddy	ˈʃɑːdi
shoe's	ˈʃuːz
shoebox	ˈʃuːbɑːks
shoehorned	ˈʃuːhɔrnd
shoelaces	ˈʃuːˌleɪsɪz
shoemake	ˈʃuːˌmeɪk
shoemaker	ˈʃuːˌmeɪkɝ
shoemakers	ˈʃuːˌmeɪkɝz
shoemate	ˈʃuːˌmeɪt
shoen	ˈʃuːn
shoeprint	ˈʃuːˌprɪnt
shoeprints	ˈʃuːˌprɪnts
shoeshine	ˈʃuːˌʃaɪn
shoestring	ˈʃuːˌstrɪŋ
shoff	ˈʃɔf
shoffner	ˈʃɔfnɝ
shofner	ˈʃɑːfnɝ
shogren	ˈʃɑːgrɛn
shohat	ˈʃoʊhæt
shoichi	ʃoʊˈiːtʃi
shoichiro	ˌʃoʊɪˈtʃɪroʊ
shoji	ˈʃoʊdʒi
shokhin	ˈʃoʊˌkɪn
shoko	ˈʃoʊkoʊ
sholar	ˈʃoʊlɝ
sholem	ˈʃoʊləm
